"","SHELFMARK","MID","Run","BB","SP","BD","CL","INC","BBID","BBNF","BBF1T","BBF1ID","BBF2T","BBF2ID","BBF3T","BBF3ID","BBF4T","BBF4ID","SPID","SPNF","SPF1T","SPF1ID","SPF2T","SPF2ID","SPF3T","SPF3ID","SPF4T","SPF4ID","SPF5T","SPF5ID","SPF6T","SPF6ID","SPF7T","SPF7ID","SPF8T","SPF8ID","BD1ID","BD2ID","CLP1","CLP1CSR","CLP2","CLP2CSR","BD1BDCLC1ID","BD2BDCLC1ID","BD2CSR1ID","BD1BDCLC2ID","BD2BDCLC2ID","BD2CSR2ID","SR","AR","SIR","VSR","KCR"
"60","Arabica0311","MID1209010235",1,2,0,9,0,10235,"CID1000858",4,"sawn-in recesses",NA,"sawn-in recesses",NA,"knife-cut recesses","FID10001095","knife-cut recesses","FID10001096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1000859","CID1000860",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE
"61","Arabica0314","MID1234010238",1,2,3,4,0,10238,"CID1000870",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1000869",3,"adhesive recesses","FID10001101","adhesive recesses","FID10001102","adhesive recesses","FID10001103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1000871",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"62","Arabica0316","MID1229010239",1,2,2,9,0,10239,"CID1000873",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1000872",3,"adhesive recesses","FID10001104","adhesive recesses","FID10001105","adhesive recesses","FID10001106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1000874","CID1000875",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"63","Arabica0317","MID1235010240",1,2,3,5,0,10240,"CID1000877",2,"knife-cut recesses","FID10001107","knife-cut recesses","FID10001108",NA,NA,NA,NA,"CID1000876",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1000878",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"64","Arabica0327","MID1209010247",1,2,0,9,0,10247,"CID1000903",2,"knife-cut recesses","FID10001148","knife-cut recesses","FID10001149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1000904","CID1000905",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"65","Arabica0333","MID1231010251",1,2,3,1,0,10251,"CID1000919",4,"v-shaped recesses","FID10001161","v-shaped recesses","FID10001162","knife-cut recesses","FID10001163","knife-cut recesses","FID10001164","CID1000918",2,"v-shaped recesses","FID10001161","v-shaped recesses","FID10001162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
"66","Arabica0335","MID1238010252",1,2,3,8,0,10252,"CID1000921",4,"v-shaped recesses","FID10001165","v-shaped recesses","FID10001166","knife-cut recesses","FID10001167","knife-cut recesses","FID10001168","CID1000920",2,"v-shaped recesses","FID10001165","v-shaped recesses","FID10001166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1000922","CID1000923",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
"67","Arabica0339","MID1230010256",1,2,3,0,0,10256,"CID1000937",2,"sawn-in recesses","FID10001189","sawn-in recesses","FID10001190",NA,NA,NA,NA,"CID1000936",2,"sawn-in recesses","FID10001189","sawn-in recesses","FID10001190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"68","Arabica0346","MID1230010262",1,2,3,0,0,10262,"CID1000959",2,"knife-cut recesses","FID10001209","knife-cut recesses","FID10001210",NA,NA,NA,NA,"CID1000958",4,"sewing recesses","FID10001205","sewing recesses","FID10001206","sewing recesses","FID10001207","sewing recesses","FID10001208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"69","Arabica0347","MID1230010263",1,2,3,0,0,10263,"CID1000961",2,"knife-cut recesses","FID10001213","knife-cut recesses","FID10001214",NA,NA,NA,NA,"CID1000960",2,"adhesive recesses","FID10001211","adhesive recesses","FID10001212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
"70","Arabica0349","MID1230010264",1,2,3,0,0,10264,"CID1000963",2,"sawn-in recesses","FID10001215","sawn-in recesses","FID10001216",NA,NA,NA,NA,"CID1000962",8,"sawn-in recesses","FID10001215","sawn-in recesses","FID10001216","sewing recesses","FID10001217","sewing recesses","FID10001218","sewing recesses","FID10001219","sewing recesses","FID10001220","sewing recesses","FID10001221","sewing recesses","FID10001222",NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE
"71","Arabica0350","MID1230010265",1,2,3,0,0,10265,"CID1000965",2,"v-shaped recesses","FID10001223","v-shaped recesses","FID10001224",NA,NA,NA,NA,"CID1000964",4,"v-shaped recesses","FID10001223","v-shaped recesses","FID10001224","adhesive recesses","FID10001225","adhesive recesses","FID10001226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE
"72","Arabica0355","MID1230010268",1,2,3,0,0,10268,"CID1000975",2,"knife-cut recesses","FID10001239","knife-cut recesses","FID10001240",NA,NA,NA,NA,"CID1000974",4,"sewing recesses","FID10001235","sewing recesses","FID10001236","sewing recesses","FID10001237","sewing recesses","FID10001238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"73","Arabica0362","MID1209010274",1,2,0,9,0,10274,"CID1000996",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1000997","CID1000998",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"74","Arabica0363","MID1209010275",1,2,0,9,0,10275,"CID1000999",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001000","CID1001001",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"75","Arabica0367","MID1209010277",1,2,0,9,0,10277,"CID1001006",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001007","CID1001008",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"76","Arabica0383","MID1200010288",1,2,0,0,0,10288,"CID1001049",4,"v-shaped recesses",NA,"v-shaped recesses",NA,"knife-cut recesses","FID10001311","knife-cut recesses","FID10001312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
"77","Arabica0385","MID1230010290",1,2,3,0,0,10290,"CID1001055",2,"sawn-in recesses","FID10001317","sawn-in recesses","FID10001318",NA,NA,NA,NA,"CID1001054",8,"sawn-in recesses","FID10001317","sawn-in recesses","FID10001318","sewing recesses","FID10001319","sewing recesses","FID10001320","sewing recesses","FID10001321","sewing recesses","FID10001322","sewing recesses","FID10001323","sewing recesses","FID10001324",NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE
"78","Arabica0386","MID1230010291",1,2,3,0,0,10291,"CID1001057",4,"sawn-in recesses","FID10001325","sawn-in recesses","FID10001326","knife-cut recesses","FID10001327","knife-cut recesses","FID10001328","CID1001056",2,"sawn-in recesses","FID10001325","sawn-in recesses","FID10001326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE
"79","Arabica0389","MID1230010293",1,2,3,0,0,10293,"CID1001063",2,"sawn-in recesses","FID10001335","sawn-in recesses","FID10001336",NA,NA,NA,NA,"CID1001062",2,"sawn-in recesses","FID10001335","sawn-in recesses","FID10001336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"80","Arabica0405","MID1239310305",1,2,3,9,3,10305,"CID1001109",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001108",4,"sewing recesses","FID10001383","sewing recesses","FID10001384","sewing recesses","FID10001385","sewing recesses","FID10001386",NA,NA,NA,NA,NA,NA,NA,NA,"CID1001110","CID1001111",TRUE,FALSE,FALSE,FALSE,"CID1001112","CID1001112",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"81","Arabica0410","MID1230010309",1,2,3,0,0,10309,"CID1001126",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001125",6,"adhesive recesses","FID10001407","adhesive recesses","FID10001408","sewing recesses","FID10001409","sewing recesses","FID10001410","sewing recesses","FID10001411","sewing recesses","FID10001412",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"82","Arabica0427","MID1230010321",1,2,3,0,0,10321,"CID1001172",2,"v-shaped recesses","FID10001465","v-shaped recesses","FID10001466",NA,NA,NA,NA,"CID1001171",2,"v-shaped recesses","FID10001465","v-shaped recesses","FID10001466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"83","Arabica0429","MID1239310322",1,2,3,9,3,10322,"CID1001174",2,"knife-cut recesses","FID10001467","knife-cut recesses","FID10001468",NA,NA,NA,NA,"CID1001173",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001175","CID1001176",TRUE,FALSE,FALSE,FALSE,"CID1001177","CID1001177",NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"84","Arabica0452","MID1239410339",1,2,3,9,4,10339,"CID1001243",4,"v-shaped recesses","FID10001552","v-shaped recesses","FID10001553","knife-cut recesses","FID10001554","knife-cut recesses","FID10001555","CID1001242",2,"v-shaped recesses","FID10001552","v-shaped recesses","FID10001553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001244","CID1001245",TRUE,FALSE,TRUE,FALSE,"CID1001246","CID1001246",NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
"85","Arabica0466","MID1230010350",1,2,3,0,0,10350,"CID1001288",4,"v-shaped recesses","FID10001619","v-shaped recesses","FID10001620","knife-cut recesses","FID10001627","knife-cut recesses","FID10001628","CID1001287",8,"v-shaped recesses","FID10001619","v-shaped recesses","FID10001620","sewing recesses","FID10001621","sewing recesses","FID10001622","sewing recesses","FID10001623","sewing recesses","FID10001624","sewing recesses","FID10001625","sewing recesses","FID10001626",NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE
"86","Arabica0477","MID1239310359",1,2,3,9,3,10359,"CID1001322",4,"v-shaped recesses","FID10001666","v-shaped recesses","FID10001667","knife-cut recesses","FID10001672","knife-cut recesses","FID10001673","CID1001321",6,"v-shaped recesses","FID10001666","v-shaped recesses","FID10001667","sewing recesses","FID10001668","sewing recesses","FID10001669","sewing recesses","FID10001670","sewing recesses","FID10001671",NA,NA,NA,NA,"CID1001323","CID1001324",TRUE,TRUE,FALSE,FALSE,"CID1001325","CID1001325","FID10001674",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE
"87","Arabica0481","MID1230010362",1,2,3,0,0,10362,"CID1001335",4,"sawn-in recesses","FID10001687","sawn-in recesses","FID10001688","knife-cut recesses","FID10001695","knife-cut recesses","FID10001696","CID1001334",8,"sawn-in recesses","FID10001687","sawn-in recesses","FID10001688","sewing recesses","FID10001689","sewing recesses","FID10001690","sewing recesses","FID10001691","sewing recesses","FID10001692","sewing recesses","FID10001693","sewing recesses","FID10001694",NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE
"88","Arabica0494","MID1239310371",1,2,3,9,3,10371,"CID1001369",2,"v-shaped recesses","FID10001729","v-shaped recesses","FID10001730",NA,NA,NA,NA,"CID1001368",2,"v-shaped recesses","FID10001729","v-shaped recesses","FID10001730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001370","CID1001371",TRUE,FALSE,FALSE,FALSE,"CID1001372","CID1001372",NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"89","Arabica0497","MID1239310373",1,2,3,9,3,10373,"CID1001378",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001377",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001379","CID1001380",TRUE,FALSE,FALSE,FALSE,"CID1001381","CID1001381",NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"90","Arabica0498","MID1209010374",1,2,0,9,0,10374,"CID1001382",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001383","CID1001384",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"91","Arabica0501","MID1209010376",1,2,0,9,0,10376,"CID1001389",4,"v-shaped recesses",NA,"v-shaped recesses",NA,"knife-cut recesses","FID10001739","knife-cut recesses","FID10001740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001390","CID1001391",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
"92","Arabica0504","MID1230010378",1,2,3,0,0,10378,"CID1001397",2,"v-shaped recesses","FID10001745","v-shaped recesses","FID10001746",NA,NA,NA,NA,"CID1001396",2,"v-shaped recesses","FID10001745","v-shaped recesses","FID10001746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"93","Arabica0508","MID1237010380",1,2,3,7,0,10380,"CID1001403",4,"v-shaped recesses","FID10001749","v-shaped recesses","FID10001750","knife-cut recesses","FID10001753","knife-cut recesses","FID10001754","CID1001402",4,"v-shaped recesses","FID10001749","v-shaped recesses","FID10001750","adhesive recesses","FID10001751","adhesive recesses","FID10001752",NA,NA,NA,NA,NA,NA,NA,NA,"CID1001404","CID1001405",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
"94","Arabica0516","MID1230010387",1,2,3,0,0,10387,"CID1001431",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001430",6,"adhesive recesses","FID10001795","adhesive recesses","FID10001796","sewing recesses","FID10001797","sewing recesses","FID10001798","sewing recesses","FID10001799","sewing recesses","FID10001800",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"95","Arabica0518","MID1209010389",1,2,0,9,0,10389,"CID1001436",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001437","CID1001438",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"96","Arabica0528","MID1235010398",1,2,3,5,0,10398,"CID1001472",2,"knife-cut recesses","FID10001855","knife-cut recesses","FID10001856",NA,NA,NA,NA,"CID1001471",4,"sewing recesses","FID10001851","sewing recesses","FID10001852","sewing recesses","FID10001853","sewing recesses","FID10001854",NA,NA,NA,NA,NA,NA,NA,NA,"CID1001473",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"97","Arabica0530","MID1232010399",1,2,3,2,0,10399,"CID1001475",2,"sawn-in recesses","FID10001857","sawn-in recesses","FID10001858",NA,NA,NA,NA,"CID1001474",4,"sawn-in recesses","FID10001857","sawn-in recesses","FID10001858","adhesive recesses","FID10001859","adhesive recesses","FID10001860",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001476",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE
"98","Arabica0532","MID1239310400",1,2,3,9,3,10400,"CID1001478",4,"sawn-in recesses","FID10001861","sawn-in recesses","FID10001862","knife-cut recesses","FID10001867","knife-cut recesses","FID10001868","CID1001477",6,"sawn-in recesses","FID10001861","sawn-in recesses","FID10001862","sewing recesses","FID10001863","sewing recesses","FID10001864","sewing recesses","FID10001865","sewing recesses","FID10001866",NA,NA,NA,NA,"CID1001479","CID1001480",TRUE,FALSE,FALSE,FALSE,"CID1001481","CID1001481",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE
"99","Arabica0543","MID1209010409",1,2,0,9,0,10409,"CID1001514",2,"v-shaped recesses",NA,"v-shaped recesses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001515","CID1001516",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"100","Arabica0548","MID1120010413",1,1,2,0,0,10413,"CID1001530",4,"sawn-in recesses","FID10001909","sawn-in recesses","FID10001910","knife-cut recesses","FID10001917","knife-cut recesses","FID10001918","CID1001529",8,"sawn-in recesses","FID10001909","sawn-in recesses","FID10001910","sewing recesses","FID10001911","sewing recesses","FID10001912","sewing recesses","FID10001913","sewing recesses","FID10001914","sewing recesses","FID10001915","sewing recesses","FID10001916",NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE
"101","Arabica0554","MID1230010416",1,2,3,0,0,10416,"CID1001540",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001539",6,"sewing recesses","FID10001937","sewing recesses","FID10001938","sewing recesses","FID10001939","sewing recesses","FID10001940","sewing recesses","FID10001941","sewing recesses","FID10001942",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"102","Arabica0559","MID1233010419",1,2,3,3,0,10419,"CID1001550",2,"sawn-in recesses","FID10001945","sawn-in recesses","FID10001946",NA,NA,NA,NA,"CID1001549",2,"sawn-in recesses","FID10001945","sawn-in recesses","FID10001946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001551",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"103","Arabica0562","MID1239310421",1,2,3,9,3,10421,"CID1001557",2,"v-shaped recesses","FID10001957","v-shaped recesses","FID10001958",NA,NA,NA,NA,"CID1001556",2,"v-shaped recesses","FID10001957","v-shaped recesses","FID10001958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001558","CID1001559",TRUE,FALSE,FALSE,FALSE,"CID1001560","CID1001560",NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"104","Arabica0573","MID1120010431",1,1,2,0,0,10431,"CID1001598",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001597",6,"sewing recesses","FID10002004","sewing recesses","FID10002005","sewing recesses","FID10002006","sewing recesses","FID10002007","sewing recesses","FID10002008","sewing recesses","FID10002009",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"105","Arabica0576","MID1230010434",1,2,3,0,0,10434,"CID1001608",2,"v-shaped recesses","FID10002021","v-shaped recesses","FID10002022",NA,NA,NA,NA,"CID1001607",2,"v-shaped recesses","FID10002021","v-shaped recesses","FID10002022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"106","Arabica0582","MID1239510438",1,2,3,9,5,10438,"CID1001622",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001621",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001623","CID1001624",TRUE,FALSE,TRUE,FALSE,"CID1001625","CID1001625",NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"107","Arabica0583","MID1231010439",1,2,3,1,0,10439,"CID1001627",2,"knife-cut recesses","FID10002044","knife-cut recesses","FID10002045",NA,NA,NA,NA,"CID1001626",6,"sewing recesses","FID10002038","sewing recesses","FID10002039","sewing recesses","FID10002040","sewing recesses","FID10002041","sewing recesses","FID10002042","sewing recesses","FID10002043",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"108","Arabica0594","MID1230010447",1,2,3,0,0,10447,"CID1001657",2,"knife-cut recesses","FID10002078","knife-cut recesses","FID10002079",NA,NA,NA,NA,"CID1001656",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"109","Arabica0598","MID1209010449",1,2,0,9,0,10449,"CID1001662",2,"v-shaped recesses",NA,"v-shaped recesses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001663","CID1001664",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"110","Arabica0606","MID1234010454",1,2,3,4,0,10454,"CID1001682",2,"sawn-in recesses","FID10002105","sawn-in recesses","FID10002106",NA,NA,NA,NA,"CID1001681",8,"sawn-in recesses","FID10002105","sawn-in recesses","FID10002106","sewing recesses","FID10002107","sewing recesses","FID10002108","sewing recesses","FID10002109","sewing recesses","FID10002110","sewing recesses","FID10002111","sewing recesses","FID10002112","CID1001683",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE
"111","Arabica0611","MID1230010458",1,2,3,0,0,10458,"CID1001697",2,"v-shaped recesses","FID10002129","v-shaped recesses","FID10002130",NA,NA,NA,NA,"CID1001696",2,"v-shaped recesses","FID10002129","v-shaped recesses","FID10002130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"112","Arabica0618","MID1109010464",1,1,0,9,0,10464,"CID1001718",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001719","CID1001720",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"113","Arabica0626","MID1230010470",1,2,3,0,0,10470,"CID1001742",2,"knife-cut recesses","FID10002174","knife-cut recesses","FID10002175",NA,NA,NA,NA,"CID1001741",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"114","Arabica0627","MID1239310471",1,2,3,9,3,10471,"CID1001744",2,"knife-cut recesses","FID10002176","knife-cut recesses","FID10002177",NA,NA,NA,NA,"CID1001743",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001745","CID1001746",TRUE,FALSE,FALSE,FALSE,"CID1001747","CID1001747",NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"115","Arabica0631","MID1129010474",1,1,2,9,0,10474,"CID1001757",2,"sawn-in recesses","FID10002190","sawn-in recesses","FID10002191",NA,NA,NA,NA,"CID1001756",2,"sawn-in recesses","FID10002190","sawn-in recesses","FID10002191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001758","CID1001759",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"116","Arabica0645","MID1232010484",1,2,3,2,0,10484,"CID1001797",2,"knife-cut recesses","FID10002243","knife-cut recesses","FID10002244",NA,NA,NA,NA,"CID1001796",4,"sewing recesses","FID10002239","sewing recesses","FID10002240","sewing recesses","FID10002241","sewing recesses","FID10002242",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001798",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"117","Arabica0650","MID1230010488",1,2,3,0,0,10488,"CID1001812",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1001811",2,"adhesive recesses","FID10002260","adhesive recesses","FID10002261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
